PMCID,PMID,doi,year,title,journal,topic,file,license
PMC11882351,39401903,10.2188/jea.JE20240224,2025.0,"Prevalence, Incidence, and Recovery of Metabolic Dysfunction-associated Steatotic Liver Disease and Associations With Weight Loss and Lipid Reduction in a Chinese Community-based Cohort.",Journal of epidemiology,CardioMetabolic,oa_package/b5/57/PMC11882351.tar.gz,CC BY
PMC7663264,33138039,10.3390/ijms21218076,2020.0,Comparative Lipidomic Analysis of Extracellular Vesicles Derived from Lactobacillus plantarum APsulloc 331261 Living in Green Tea Leaves Using Liquid Chromatography-Mass Spectrometry.,International journal of molecular sciences,CardioMetabolic,oa_package/1b/c4/PMC7663264.tar.gz,CC BY
PMC11278074,39064294,10.3390/jcm13144255,2024.0,Current Evidence and Future Perspectives in the Medical Management of Vascular Ehlers-Danlos Syndrome: Focus on Vascular Prevention.,Journal of clinical medicine,CardioMetabolic,oa_package/a9/38/PMC11278074.tar.gz,CC BY
PMC12463231,40997074,10.1371/journal.pone.0332235,2025.0,Determinants of medication adherence among older adults with type 2 diabetes using the health action process approach: A cross-sectional study.,PloS one,CardioMetabolic,oa_package/84/9b/PMC12463231.tar.gz,CC BY
PMC8531600,34676680,10.14814/phy2.15074,2021.0,Cutaneous microvascular vasodilatory consequences of acute consumption of a caffeinated soft drink sweetened with high-fructose corn syrup.,Physiological reports,CardioMetabolic,oa_package/87/97/PMC8531600.tar.gz,CC BY
PMC11765208,39859272,10.3390/ijms26020557,2025.0,Omics Approaches to Study Perilipins and Their Significant Biological Role in Cardiometabolic Disorders.,International journal of molecular sciences,CardioMetabolic,oa_package/ec/5a/PMC11765208.tar.gz,CC BY
PMC11997692,40235665,10.3389/fendo.2025.1399308,2025.0,Unexpected effects of treating insulin-resistant obese women with high-dose D-chiro-inositol: opening Pandora's box.,Frontiers in endocrinology,CardioMetabolic,oa_package/4e/ab/PMC11997692.tar.gz,CC BY
PMC11535181,39502509,10.1155/2024/5540062,2024.0,"miR-320b, a Future Expected New Biomarker for Type 2 Diabetes Mellitus Induces Dysglycemia by Targeting PTEN.",International journal of endocrinology,CardioMetabolic,oa_package/6e/68/PMC11535181.tar.gz,CC BY
PMC6818334,31687425,10.1016/j.reth.2019.10.001,2019.0,Generation of a large-scale vascular bed for the in vitro creation of three-dimensional cardiac tissue.,Regenerative therapy,CardioMetabolic,oa_package/63/ab/PMC6818334.tar.gz,CC BY-NC-ND
PMC6096608,29992374,10.1007/s00299-018-2319-0,2018.0,Auxin-mediated regulation of vascular patterning in Arabidopsis thaliana leaves.,Plant cell reports,CardioMetabolic,oa_package/a4/db/PMC6096608.tar.gz,CC BY
PMC9833241,36643726,10.1016/j.athplu.2021.10.002,2021.0,Association of remnant cholesterol with intra- and extra-cranial atherosclerosis in Chinese community population.,Atherosclerosis plus,CardioMetabolic,oa_package/74/11/PMC9833241.tar.gz,CC BY-NC-ND
PMC10015145,36920637,10.1007/s11912-023-01398-1,2023.0,Clonal Hematopoiesis and the Heart: a Toxic Relationship.,Current oncology reports,CardioMetabolic,oa_package/5a/02/PMC10015145.tar.gz,NO-CC CODE
PMC8509237,34639094,10.3390/ijms221910753,2021.0,Atrophy of White Adipose Tissue Accompanied with Decreased Insulin-Stimulated Glucose Uptake in Mice Lacking the Small GTPase Rac1 Specifically in Adipocytes.,International journal of molecular sciences,CardioMetabolic,oa_package/f7/f5/PMC8509237.tar.gz,CC BY
PMC11204414,38921514,10.3390/jfb15060140,2024.0,Fabrication of a Triple-Layer Bionic Vascular Scaffold via Hybrid Electrospinning.,Journal of functional biomaterials,CardioMetabolic,oa_package/52/1e/PMC11204414.tar.gz,CC BY
PMC7426409,32792602,10.1038/s41598-020-70408-0,2020.0,Comprehensive retinal vascular measurements: a novel association with renal function in type 2 diabetic patients in China.,Scientific reports,CardioMetabolic,oa_package/82/bf/PMC7426409.tar.gz,CC BY
PMC6244806,30088095,10.1007/s00592-018-1201-4,2018.0,MC1568 improves insulin secretion in islets from type 2 diabetes patients and rescues β-cell dysfunction caused by Hdac7 upregulation.,Acta diabetologica,CardioMetabolic,oa_package/01/8d/PMC6244806.tar.gz,CC BY
PMC5819405,29358379,10.1073/pnas.1714446115,2018.0,Context-dependent functions of angiopoietin 2 are determined by the endothelial phosphatase VEPTP.,Proceedings of the National Academy of Sciences of the United States of America,CardioMetabolic,oa_package/2b/52/PMC5819405.tar.gz,CC BY-NC-ND
PMC10220585,37233631,10.3390/metabo13050590,2023.0,Postoperative Hyperuricemia-A Risk Factor in Elective Cardiosurgical Patients.,Metabolites,CardioMetabolic,oa_package/2f/8a/PMC10220585.tar.gz,CC BY
PMC11514953,39467586,10.1136/bmj.q2381,2024.0,Trends in cardiovascular disease incidence among 22 million people in the UK over 20 years: population based study.,BMJ (Clinical research ed.),CardioMetabolic,oa_package/8e/56/PMC11514953.tar.gz,CC BY
PMC9750203,36074484,10.36660/abc.20220002,2022.0,"Clinical Reasoning in Cardiology: Past, Present and Future.",Arquivos brasileiros de cardiologia,CardioMetabolic,oa_package/34/b7/PMC9750203.tar.gz,CC BY
PMC10382085,37449561,10.1161/JAHA.122.029352,2023.0,Separate and Joint Associations of Remnant Cholesterol Accumulation and Variability With Carotid Atherosclerosis: A Prospective Cohort Study.,Journal of the American Heart Association,CardioMetabolic,oa_package/58/f8/PMC10382085.tar.gz,CC BY-NC-ND
PMC11531071,38149485,10.1177/17504589231215932,2023.0,"Comparing preoperative fasting and ultrasound-measured intravascular volume status in elective surgery, enhanced recovery patients versus inpatient, urgent surgery patients and the ability of IVC collapsibility to predict post-induction hypotension.",Journal of perioperative practice,CardioMetabolic,oa_package/7f/1c/PMC11531071.tar.gz,CC BY-NC
PMC7498516,32983879,10.1016/j.hrcr.2020.06.004,2020.0,Management of refractory ventricular tachycardia by direct intramyocardial injection of alcohol: A novel method.,HeartRhythm case reports,CardioMetabolic,oa_package/cd/0b/PMC7498516.tar.gz,CC BY-NC-ND
PMC12159834,40510446,10.3389/frhs.2025.1404181,2025.0,Strategies to improve recruitment to multicomponent group programs for overweight and obesity: a systematic review.,Frontiers in health services,CardioMetabolic,oa_package/b5/48/PMC12159834.tar.gz,CC BY
PMC8832850,35148683,10.1186/s12872-022-02489-w,2022.0,"Dyslipidemia and its associated factors among adult diabetes outpatients in West Shewa zone public hospitals, Ethiopia.",BMC cardiovascular disorders,CardioMetabolic,oa_package/ea/1b/PMC8832850.tar.gz,CC BY
PMC10723349,38105991,10.1101/2023.12.03.569585,2023.0,The Effects of Preeclamptic Milieu on Cord Blood Derived Endothelial Colony-Forming Cells.,bioRxiv : the preprint server for biology,CardioMetabolic,oa_package/a6/3e/PMC10723349.tar.gz,CC BY-NC
PMC9932736,36816299,10.1016/j.heliyon.2023.e13381,2023.0,Multi-probiotic consumption sex-dependently interferes with MSG-induced obesity and concomitant phagocyte pro-inflammatory polarization in rats: Food for thought about personalized nutrition.,Heliyon,CardioMetabolic,oa_package/7c/ac/PMC9932736.tar.gz,CC BY-NC-ND
PMC7302649,32541524,10.1097/MD.0000000000020728,2020.0,Infantile hepatic hemangioendothelioma associated with pulmonary artery hypertension and cardiac insufficiency successfully treated with transcatheter arterial embolization and propranolol: A case report.,Medicine,CardioMetabolic,oa_package/a3/8f/PMC7302649.tar.gz,CC BY
PMC10773196,38058290,10.4081/ejh.2023.3816,2023.0,Pre-treatment with galectin-1 attenuates lipopolysaccharide-induced myocarditis by regulating the Nrf2 pathway.,European journal of histochemistry : EJH,CardioMetabolic,oa_package/a8/95/PMC10773196.tar.gz,CC BY-NC
PMC7033900,31973603,10.1161/JAHA.119.013835,2020.0,Early Systolic Lengthening in Patients With ST-Segment-Elevation Myocardial Infarction: A Novel Predictor of Cardiovascular Events.,Journal of the American Heart Association,CardioMetabolic,oa_package/77/c4/PMC7033900.tar.gz,CC BY-NC
PMC6590201,31137013,10.1530/EC-19-0216,2019.0,Hormonal and metabolic substrate status in response to exercise in men of different phenotype.,Endocrine connections,CardioMetabolic,oa_package/6d/13/PMC6590201.tar.gz,CC BY-NC-ND
PMC11666941,39720581,10.1016/j.jacadv.2024.101432,2024.0,Mixed Cardiogenic-Vasodilatory Shock: Current Insights and Future Directions.,JACC. Advances,CardioMetabolic,oa_package/72/b8/PMC11666941.tar.gz,CC BY
PMC9100891,35574088,10.3389/fpls.2022.881039,2022.0,Alleviation of Oxidative Damage Induced by CaCl(2) Priming Is Related to Osmotic and Ion Stress Reduction Rather Than Enhanced Antioxidant Capacity During Germination Under Salt Stress in Sorghum.,Frontiers in plant science,CardioMetabolic,oa_package/b8/33/PMC9100891.tar.gz,CC BY
PMC9862611,36675781,10.3390/jpm13010121,2023.0,Oral Health and Risk of Retinal Vascular Occlusions: A Nationwide Cohort Study.,Journal of personalized medicine,CardioMetabolic,oa_package/0f/e2/PMC9862611.tar.gz,CC BY
PMC10111553,36892069,10.1161/JAHA.122.028234,2023.0,Serum Pro-N-Cadherin Is a Marker of Subclinical Heart Failure in the General Population.,Journal of the American Heart Association,CardioMetabolic,oa_package/1c/0d/PMC10111553.tar.gz,CC BY
PMC11379080,39230998,10.1167/iovs.65.11.6,2024.0,Erratum in: Molecular Responses of Anti-VEGF Therapy in Neovascular Age-Related Macular Degeneration: Integrative Insights From Multi-Omics and Clinical Imaging.,Investigative ophthalmology & visual science,CardioMetabolic,oa_package/d8/e3/PMC11379080.tar.gz,CC BY-NC-ND
PMC11495576,39436892,10.1371/journal.pone.0309843,2024.0,Development and validation of a cardiovascular risk prediction model for Sri Lankans using machine learning.,PloS one,CardioMetabolic,oa_package/19/ee/PMC11495576.tar.gz,CC BY
PMC10615359,37565354,10.1161/CIRCEP.123.012129,2023.0,Myocarditis and Sudden Cardiac Death in the Community: Clinical and Pathological Insights From a National Registry in the United Kingdom.,Circulation. Arrhythmia and electrophysiology,CardioMetabolic,oa_package/02/63/PMC10615359.tar.gz,CC BY
PMC8128821,33511502,10.1007/s12035-021-02299-9,2021.0,Multifunctional Liposomes Modulate Purinergic Receptor-Induced Calcium Wave in Cerebral Microvascular Endothelial Cells and Astrocytes: New Insights for Alzheimer's disease.,Molecular neurobiology,CardioMetabolic,oa_package/ad/ec/PMC8128821.tar.gz,CC BY
PMC6704172,31434946,10.1038/s41598-019-48470-0,2019.0,Extracorporeal shock waves protect cardiomyocytes from doxorubicin-induced cardiomyopathy by upregulating survivin via the integrin-ILK-Akt-Sp1/p53 axis.,Scientific reports,CardioMetabolic,oa_package/44/07/PMC6704172.tar.gz,CC BY
PMC9312060,35883894,10.3390/antiox11071403,2022.0,Resistance to Obesity in SOD1 Deficient Mice with a High-Fat/High-Sucrose Diet.,"Antioxidants (Basel, Switzerland)",CardioMetabolic,oa_package/59/37/PMC9312060.tar.gz,CC BY
PMC6280363,30534206,10.1186/s13098-018-0390-x,2018.0,"Antidiabetic efficacy of lactoferrin in type 2 diabetic pediatrics; controlling impact on PPAR-γ, SIRT-1, and TLR4 downstream signaling pathway.",Diabetology & metabolic syndrome,CardioMetabolic,oa_package/81/10/PMC6280363.tar.gz,CC BY
PMC8728009,35004675,10.3389/fcell.2021.767407,2021.0,Genetic and Mitochondrial Metabolic Analyses of an Atypical Form of Leigh Syndrome.,Frontiers in cell and developmental biology,CardioMetabolic,oa_package/20/bf/PMC8728009.tar.gz,CC BY
PMC11079561,38665114,10.3340/jkns.2024.0033,2024.0,Congenital Intracranial Vascular Malformations in Children : Radiological Overview.,Journal of Korean Neurosurgical Society,CardioMetabolic,oa_package/78/b9/PMC11079561.tar.gz,CC BY-NC
PMC10384225,37520739,10.1016/j.isci.2023.107260,2023.0,SGLT1/2 inhibition improves glycemic control and multi-organ protection in type 1 diabetes.,iScience,CardioMetabolic,oa_package/8f/dc/PMC10384225.tar.gz,CC BY-NC-ND
PMC9657855,36361958,10.3390/ijms232113161,2022.0,Storax Attenuates Cardiac Fibrosis following Acute Myocardial Infarction in Rats via Suppression of AT1R-Ankrd1-P53 Signaling Pathway.,International journal of molecular sciences,CardioMetabolic,oa_package/1e/a6/PMC9657855.tar.gz,CC BY
PMC9739184,36498513,10.3390/jcm11236938,2022.0,Effect of Infarct Location and Size on Left Atrial Function: A Cardiovascular Magnetic Resonance Feature Tracking Study.,Journal of clinical medicine,CardioMetabolic,oa_package/08/9b/PMC9739184.tar.gz,CC BY
PMC11774903,39882119,10.3389/fpubh.2024.1508204,2025.0,Factors influencing type 2 diabetes self-management practices in rural Bangladesh: a qualitative investigation.,Frontiers in public health,CardioMetabolic,oa_package/4c/73/PMC11774903.tar.gz,CC BY
PMC9498118,36138636,10.3390/children9091327,2022.0,"The Role of Child's Age, Sex, and Temperament in Father Involvement during the Pre-School Years.","Children (Basel, Switzerland)",CardioMetabolic,oa_package/7c/f0/PMC9498118.tar.gz,CC BY
PMC7409680,32758206,10.1186/s12887-020-02259-7,2020.0,Successful treatment of neonatal atrial flutter by synchronized cardioversion: case report and literature review.,BMC pediatrics,CardioMetabolic,oa_package/e0/1c/PMC7409680.tar.gz,CC BY
PMC12249392,40647096,10.3390/foods14132344,2025.0,Edible Plant-Derived Xanthones as Functional Food Components for Metabolic Syndrome Mitigation: Bioactivities and Mechanisms.,"Foods (Basel, Switzerland)",CardioMetabolic,oa_package/92/07/PMC12249392.tar.gz,CC BY
PMC11084052,38724957,10.1186/s12889-024-18647-y,2024.0,Multiple obesity indices suggest a close relationship between obesity and constipation: evidence from NHANES.,BMC public health,CardioMetabolic,oa_package/50/45/PMC11084052.tar.gz,CC BY
PMC11404881,39287226,10.1097/MD.0000000000039741,2024.0,Sleep duration and heart failure risk: Insights from a Mendelian Randomization Study.,Medicine,CardioMetabolic,oa_package/58/d0/PMC11404881.tar.gz,CC BY-NC
PMC10703476,38074133,10.3389/fphar.2023.1269605,2023.0,"Effect of Berberine Phytosome on reproductive, dermatologic, and metabolic characteristics in women with polycystic ovary syndrome: a controlled, randomized, multi-centric, open-label clinical trial.",Frontiers in pharmacology,CardioMetabolic,oa_package/37/bb/PMC10703476.tar.gz,CC BY
PMC6407312,30899853,10.1016/j.joco.2018.12.004,2019.0,"Subfoveal choriocapillaris, Sattler's and Haller's layer thickness predict clinical response to stereotactic radiotherapy in neovascular age-related macular degeneration patients.",Journal of current ophthalmology,CardioMetabolic,oa_package/6f/84/PMC6407312.tar.gz,CC BY-NC-ND
PMC11031853,38643135,10.1186/s13019-024-02673-3,2024.0,Successful repair of recurrent ventricular septal perforation after myocardial infarction using double patch technique via right ventriculotomy: a case report.,Journal of cardiothoracic surgery,CardioMetabolic,oa_package/ec/39/PMC11031853.tar.gz,CC BY
PMC11068967,38708431,10.1016/j.jaccas.2024.102296,2024.0,Intravascular Lithotripsy in an Adult With Fontan Pathway Obstruction.,JACC. Case reports,CardioMetabolic,oa_package/6e/35/PMC11068967.tar.gz,CC BY-NC-ND
PMC10734222,38054665,10.23750/abm.v94i6.15329,2023.0,A prospective guide for clinical implementation of selected OGTT- derived surrogate indices for the evaluation of β- cell function and insulin sensitivity in patients with transfusion-dependent β- thalassaemia.,Acta bio-medica : Atenei Parmensis,CardioMetabolic,oa_package/02/21/PMC10734222.tar.gz,CC BY-NC-SA
PMC11825794,39958826,10.3389/fmed.2025.1515400,2025.0,Advances in intrahepatic and extrahepatic vascular dysregulations in cirrhotic portal hypertension.,Frontiers in medicine,CardioMetabolic,oa_package/9c/cc/PMC11825794.tar.gz,CC BY
PMC9692131,36439185,10.3389/fimmu.2022.1028412,2022.0,Impact of selenium on the intestinal microbiome-eCBome axis in the context of diet-related metabolic health in mice.,Frontiers in immunology,CardioMetabolic,oa_package/7a/96/PMC9692131.tar.gz,CC BY
PMC7199144,32312721,10.1136/bmjdrc-2020-001218,2020.0,"Prevalence of diagnosed diabetes in American Indian and Alaska Native adults, 2006-2017.",BMJ open diabetes research & care,CardioMetabolic,oa_package/81/05/PMC7199144.tar.gz,CC BY-NC
PMC11429111,39335663,10.3390/biomedicines12092151,2024.0,Assessing Cardiovascular Risk with Coronary Artery Calcium and Carotid Intima-Media Thickness in Patients with Negative Stress Echocardiography.,Biomedicines,CardioMetabolic,oa_package/f9/46/PMC11429111.tar.gz,CC BY
PMC7668193,33235824,10.1002/open.202000244,2020.0,A Cationic Stearamide-based Solid Lipid Nanoparticle for Delivering Yamanaka Factors: Evaluation of the Transfection Efficiency.,ChemistryOpen,CardioMetabolic,oa_package/93/c5/PMC7668193.tar.gz,CC BY-NC
